Semester,Score,Score Range
2.2014-2015,9.4,8to10
2.2014-2015,1.3,0to5
2.2014-2015,5.1,5to8
2.2014-2015,5.6,5to8
2.2014-2015,7.8,5to8
2.2014-2015,6.6,5to8
2.2014-2015,5.7,5to8
2.2014-2015,6.4,5to8
2.2014-2015,5.5,5to8
2.2014-2015,2.9,0to5
2.2014-2015,6.2,5to8
2.2014-2015,6.3,5to8
2.2014-2015,5.7,5to8
2.2014-2015,5.7,5to8
2.2014-2015,9,8to10
2.2014-2015,2.5,0to5
2.2014-2015,6.9,5to8
2.2014-2015,6.2,5to8
2.2014-2015,8.6,8to10
2.2014-2015,6.4,5to8
2.2014-2015,9.2,8to10
2.2014-2015,6.7,5to8
2.2014-2015,0,0to5
2.2014-2015,8.1,8to10
2.2014-2015,4.6,0to5
2.2014-2015,6.7,5to8
2.2014-2015,2.2,0to5
2.2014-2015,8.8,8to10
2.2013-2014,4,0to5
2.2014-2015,6.5,5to8
2.2014-2015,7.7,5to8
2.2014-2015,8.5,8to10
2.2014-2015,7.1,5to8
2.2014-2015,5.7,5to8
2.2014-2015,6,5to8
2.2014-2015,7.3,5to8
2.2014-2015,3.2,0to5
2.2014-2015,5.9,5to8
2.2014-2015,0.6,0to5
2.2013-2014,3.2,0to5
2.2014-2015,7,5to8
2.2013-2014,5.8,5to8
2.2013-2014,4.4,0to5
2.2013-2014,7.9,5to8
2.2013-2014,6.1,5to8
2.2013-2014,6.1,5to8
2.2013-2014,5.8,5to8
2.2013-2014,7.3,5to8
2.2013-2014,6.9,5to8
2.2013-2014,5.8,5to8
2.2013-2014,6.4,5to8
2.2013-2014,2.6,0to5
2.2014-2015,1.5,0to5
1.2014-2015,8.6,8to10
2.2013-2014,1,0to5
2.2013-2014,4.4,0to5
2.2013-2014,5.7,5to8
2.2013-2014,7.7,5to8
2.2013-2014,6.8,5to8
2.2013-2014,6.8,5to8
2.2013-2014,6.6,5to8
1.2014-2015,6.9,5to8
2.2013-2014,2.1,0to5
2.2013-2014,6.6,5to8
2.2013-2014,7.6,5to8
2.2013-2014,6.4,5to8
2.2013-2014,7.2,5to8
2.2013-2014,2.2,0to5
2.2014-2015,5,5to8
2.2013-2014,6.7,5to8
2.2013-2014,7.5,5to8
2.2013-2014,6.4,5to8
2.2013-2014,2.1,0to5
2.2014-2015,0,0to5
2.2013-2014,6.3,5to8
1.2014-2015,7.4,5to8
2.2013-2014,2.4,0to5
2.2013-2014,2.4,0to5
2.2014-2015,6.4,5to8
2.2013-2014,6.9,5to8
2.2013-2014,7.6,5to8
2.2013-2014,7.6,5to8
2.2013-2014,6.6,5to8
2.2013-2014,7.6,5to8
2.2013-2014,8.1,8to10
2.2013-2014,6.3,5to8
2.2013-2014,8.1,8to10
2.2013-2014,6.8,5to8
2.2013-2014,6.3,5to8
2.2013-2014,5.4,5to8
2.2013-2014,4,0to5
2.2013-2014,7,5to8
2.2013-2014,6.6,5to8
2.2013-2014,2.5,0to5
2.2014-2015,5.8,5to8
2.2013-2014,5.8,5to8
2.2013-2014,5.4,5to8
2.2013-2014,9.1,8to10
2.2013-2014,3,0to5
2.2014-2015,6.2,5to8
2.2013-2014,4.9,0to5
2.2013-2014,2.9,0to5
2.2014-2015,5.2,5to8
1.2014-2015,6.5,5to8
2.2013-2014,2.4,0to5
2.2013-2014,2,0to5
2.2013-2014,7.2,5to8
2.2014-2015,6.1,5to8
2.2013-2014,6.8,5to8
2.2013-2014,2.4,0to5
2.2014-2015,9.1,8to10
2.2013-2014,7.4,5to8
2.2014-2015,5.3,5to8
2.2013-2014,2.4,0to5
2.2014-2015,7.3,5to8
2.2013-2014,4.3,0to5
2.2013-2014,7.7,5to8
2.2014-2015,4.6,0to5
2.2013-2014,8.3,8to10
2.2013-2014,6.9,5to8
2.2014-2015,8.4,8to10
2.2013-2014,8.1,8to10
2.2013-2014,5.7,5to8
2.2013-2014,5.5,5to8
2.2013-2014,5,5to8
2.2014-2015,4.4,0to5
2.2013-2014,5.5,5to8
2.2014-2015,7.7,5to8
2.2013-2014,3,0to5
2.2014-2015,0,0to5
2.2013-2014,8.4,8to10
2.2013-2014,4.7,0to5
2.2014-2015,6.3,5to8
2.2013-2014,7.1,5to8
2.2013-2014,4.6,0to5
2.2013-2014,8,8to10
2.2013-2014,6,5to8
2.2013-2014,4.8,0to5
2.2013-2014,4,0to5
2.2013-2014,7.2,5to8
2.2013-2014,3.1,0to5
2.2014-2015,7.7,5to8
2.2013-2014,2.6,0to5
2.2014-2015,1.6,0to5
2.2013-2014,7,5to8
2.2013-2014,4.9,0to5
1.2014-2015,2.9,0to5
2.2013-2014,1.6,0to5
2.2014-2015,5.2,5to8
2.2013-2014,0,0to5
2.2014-2015,0,0to5
2.2013-2014,6.9,5to8
2.2013-2014,5.8,5to8
2.2013-2014,4.8,0to5
2.2013-2014,4.9,0to5
2.2013-2014,2.2,0to5
2.2014-2015,3.1,0to5
2.2013-2014,6.5,5to8
2.2013-2014,4.6,0to5
2.2014-2015,9.3,8to10
2.2013-2014,3.8,0to5
2.2014-2015,6.9,5to8
2.2014-2015,6,5to8
2.2013-2014,8.2,8to10
2.2013-2014,4.1,0to5
2.2013-2014,1,0to5
2.2014-2015,2.9,0to5
2.2013-2014,8.2,8to10
2.2013-2014,5.8,5to8
2.2014-2015,1.8,0to5
2.2013-2014,5.7,5to8
1.2014-2015,6.2,5to8
2.2013-2014,2.8,0to5
1.2014-2015,5.7,5to8
2.2013-2014,2.1,0to5
2.2013-2014,5.5,5to8
2.2013-2014,2.1,0to5
2.2014-2015,0,0to5
2.2013-2014,4.7,0to5
2.2013-2014,4.6,0to5
2.2013-2014,2.8,0to5
2.2014-2015,5.3,5to8
2.2013-2014,3.6,0to5
2.2013-2014,6.4,5to8
2.2014-2015,8,8to10
2.2014-2015,1.8,0to5
2.2013-2014,7.7,5to8
2.2013-2014,4.8,0to5
2.2013-2014,6.4,5to8
2.2013-2014,4.7,0to5
2.2013-2014,5.8,5to8
2.2013-2014,5.8,5to8
2.2013-2014,0.5,0to5
2.2013-2014,6.7,5to8
2.2013-2014,7.2,5to8
2.2014-2015,1.8,0to5
2.2013-2014,5.9,5to8
2.2013-2014,5.9,5to8
2.2013-2014,7.4,5to8
2.2012-2013,6,5to8
2.2013-2014,7,5to8
2.2013-2014,5.6,5to8
2.2014-2015,8.5,8to10
2.2014-2015,4.6,0to5
2.2013-2014,7.7,5to8
2.2013-2014,2.6,0to5
2.2013-2014,7.5,5to8
2.2014-2015,3.2,0to5
1.2014-2015,4.6,0to5
2.2013-2014,5.9,5to8
2.2014-2015,5.6,5to8
2.2013-2014,2.7,0to5
2.2014-2015,6.6,5to8
2.2013-2014,7.5,5to8
2.2013-2014,5.1,5to8
2.2013-2014,0,0to5
2.2013-2014,0,0to5
2.2011-2012,6,5to8
2.2014-2015,6.8,5to8
1.2014-2015,6.6,5to8
2.2013-2014,5.7,5to8
2.2013-2014,6.3,5to8
2.2012-2013,5.5,5to8
2.2013-2014,7.4,5to8
2.2013-2014,7.1,5to8
1.2014-2015,0,0to5
2.2011-2012,2.4,0to5
2.2013-2014,7.4,5to8
2.2013-2014,5.9,5to8
2.2013-2014,6.7,5to8
2.2013-2014,7.6,5to8
2.2013-2014,2.2,0to5
1.2014-2015,0,0to5
2.2013-2014,5.8,5to8
2.2011-2012,5,5to8
2.2014-2015,7.6,5to8
2.2013-2014,7,5to8
2.2014-2015,8,8to10
2.2014-2015,6,5to8
2.2013-2014,4.2,0to5
2.2013-2014,7.4,5to8
2.2013-2014,7.6,5to8
2.2013-2014,8.8,8to10
2.2013-2014,4.9,0to5
2.2013-2014,7.7,5to8
2.2013-2014,5,5to8
2.2014-2015,2.6,0to5
2.2013-2014,7.1,5to8
2.2012-2013,7.2,5to8
2.2012-2013,4.1,0to5
2.2013-2014,8.7,8to10
1.2013-2014,4.3,0to5
2.2012-2013,2.1,0to5
2.2012-2013,8.2,8to10
2.2012-2013,8.2,8to10
1.2013-2014,7.9,5to8
2.2012-2013,8.1,8to10
2.2012-2013,4.8,0to5
2.2013-2014,5.6,5to8
2.2012-2013,7.6,5to8
2.2012-2013,8.1,8to10
2.2012-2013,6.4,5to8
2.2012-2013,6.8,5to8
2.2012-2013,2.9,0to5
2.2013-2014,7.7,5to8
2.2012-2013,2.9,0to5
2.2012-2013,6.3,5to8
2.2012-2013,6.4,5to8
2.2012-2013,6.3,5to8
2.2012-2013,7.5,5to8
2.2012-2013,8,8to10
2.2012-2013,7.5,5to8
2.2012-2013,7.8,5to8
2.2012-2013,7.8,5to8
2.2014-2015,7.7,5to8
2.2012-2013,8.4,8to10
2.2012-2013,1.4,0to5
2.2013-2014,0.1,0to5
2.2014-2015,0,0to5
2.2013-2014,4.4,0to5
2.2014-2015,2.9,0to5
1.2013-2014,7.1,5to8
2.2012-2013,8,8to10
2.2012-2013,6.8,5to8
2.2012-2013,3.1,0to5
2.2012-2013,7.6,5to8
2.2012-2013,6.7,5to8
2.2012-2013,6.5,5to8
2.2012-2013,6.7,5to8
2.2012-2013,4.4,0to5
1.2013-2014,7.4,5to8
2.2012-2013,5.7,5to8
1.2014-2015,5.3,5to8
2.2013-2014,5.3,5to8
2.2013-2014,7.4,5to8
2.2012-2013,8.9,8to10
2.2012-2013,7.7,5to8
2.2012-2013,1.4,0to5
2.2012-2013,8,8to10
2.2013-2014,3.8,0to5
1.2013-2014,6.3,5to8
2.2012-2013,5.7,5to8
2.2012-2013,6.4,5to8
1.2014-2015,0,0to5
2.2012-2013,2.2,0to5
2.2012-2013,6.9,5to8
2.2012-2013,0,0to5
2.2012-2013,5.9,5to8
2.2012-2013,6.1,5to8
2.2012-2013,6.3,5to8
2.2012-2013,7.5,5to8
2.2012-2013,5.5,5to8
2.2013-2014,6.4,5to8
2.2013-2014,8.5,8to10
2.2012-2013,7,5to8
2.2012-2013,6,5to8
2.2014-2015,5.6,5to8
2.2013-2014,7.7,5to8
2.2012-2013,8,8to10
2.2012-2013,2.4,0to5
2.2012-2013,4.6,0to5
2.2012-2013,6.2,5to8
2.2012-2013,4.5,0to5
2.2012-2013,7.5,5to8
2.2012-2013,6.5,5to8
2.2012-2013,5.9,5to8
2.2012-2013,7,5to8
2.2012-2013,0,0to5
2.2014-2015,7.1,5to8
2.2012-2013,7.1,5to8
1.2013-2014,7,5to8
2.2012-2013,5.1,5to8
1.2014-2015,6.7,5to8
2.2012-2013,8,8to10
2.2012-2013,5,5to8
2.2012-2013,7.9,5to8
2.2012-2013,6.7,5to8
2.2012-2013,8,8to10
2.2012-2013,7.7,5to8
2.2012-2013,6.3,5to8
2.2012-2013,4.7,0to5
2.2012-2013,7.3,5to8
2.2012-2013,6.5,5to8
2.2012-2013,6.8,5to8
2.2012-2013,7.5,5to8
2.2012-2013,8.2,8to10
2.2012-2013,2.4,0to5
2.2013-2014,7.8,5to8
2.2012-2013,3.2,0to5
2.2012-2013,7.4,5to8
2.2012-2013,4,0to5
2.2012-2013,9.1,8to10
1.2013-2014,8.6,8to10
2.2012-2013,8,8to10
2.2012-2013,6.1,5to8
2.2012-2013,5.8,5to8
2.2014-2015,6.4,5to8
2.2012-2013,6.3,5to8
2.2012-2013,0,0to5
2.2013-2014,6.7,5to8
2.2013-2014,4.3,0to5
2.2012-2013,7.7,5to8
2.2012-2013,8.1,8to10
2.2012-2013,7.4,5to8
2.2012-2013,5.5,5to8
2.2013-2014,3.3,0to5
1.2013-2014,8.2,8to10
2.2012-2013,8.3,8to10
2.2012-2013,7.4,5to8
2.2012-2013,4,0to5
2.2012-2013,3,0to5
2.2012-2013,2.2,0to5
2.2013-2014,6.5,5to8
2.2012-2013,7.4,5to8
2.2012-2013,9.2,8to10
2.2012-2013,4.2,0to5
2.2012-2013,7.4,5to8
2.2012-2013,7.9,5to8
2.2012-2013,4.1,0to5
2.2012-2013,4,0to5
2.2013-2014,5.9,5to8
2.2012-2013,6.5,5to8
2.2012-2013,6.8,5to8
2.2012-2013,7.3,5to8
2.2012-2013,5.1,5to8
2.2012-2013,5.2,5to8
2.2012-2013,5.7,5to8
2.2013-2014,0,0to5
1.2013-2014,5.5,5to8
2.2012-2013,6,5to8
2.2012-2013,8.8,8to10
2.2012-2013,5.6,5to8
2.2012-2013,6.3,5to8
2.2012-2013,7.9,5to8
2.2012-2013,7.6,5to8
1.2013-2014,0,0to5
2.2012-2013,0.2,0to5
1.2014-2015,5,5to8
2.2012-2013,8.6,8to10
2.2012-2013,8.5,8to10
2.2012-2013,6.2,5to8
2.2012-2013,7.4,5to8
2.2012-2013,5.1,5to8
2.2012-2013,8,8to10
2.2012-2013,8.4,8to10
2.2012-2013,3,0to5
2.2013-2014,6.3,5to8
2.2012-2013,4.2,0to5
2.2012-2013,6.4,5to8
2.2012-2013,8.3,8to10
2.2012-2013,8.6,8to10
2.2012-2013,5.1,5to8
1.2014-2015,5.6,5to8
2.2011-2012,8.9,8to10
1.2011-2012,4.1,0to5
1.2014-2015,4.2,0to5
2.2011-2012,4,0to5
2.2011-2012,9.8,8to10
2.2011-2012,9.4,8to10
2.2011-2012,6.3,5to8
1.2011-2012,7,5to8
2.2011-2012,3.8,0to5
2.2011-2012,9.4,8to10
1.2011-2012,0,0to5
1.2011-2012,8.8,8to10
2.2011-2012,1.7,0to5
1.2011-2012,2.3,0to5
2.2011-2012,8.8,8to10
1.2011-2012,7.8,5to8
2.2011-2012,3.8,0to5
1.2012-2013,8,8to10
2.2011-2012,7.2,5to8
1.2012-2013,0,0to5
2.2011-2012,8.8,8to10
2.2011-2012,4,0to5
2.2011-2012,8.8,8to10
2.2011-2012,8,8to10
2.2011-2012,4.6,0to5
2.2011-2012,5,5to8
1.2012-2013,7.2,5to8
2.2011-2012,3.2,0to5
1.2012-2013,4,0to5
2.2011-2012,0,0to5
1.2011-2012,2.1,0to5
2.2011-2012,8.2,8to10
1.2011-2012,6.8,5to8
2.2011-2012,7.8,5to8
2.2011-2012,8.4,8to10
2.2011-2012,3.6,0to5
2.2011-2012,2,0to5
2.2011-2012,3.8,0to5
2.2011-2012,3.6,0to5
2.2012-2013,3,0to5
2.2014-2015,7.3,5to8
1.2012-2013,9,8to10
2.2011-2012,8.6,8to10
2.2011-2012,4.1,0to5
1.2013-2014,0,0to5
2.2011-2012,4.8,0to5
2.2011-2012,7.9,5to8
1.2012-2013,8.3,8to10
2.2011-2012,3.2,0to5
1.2012-2013,5.2,5to8
2.2011-2012,3.2,0to5
1.2012-2013,8.4,8to10
1.2011-2012,2.3,0to5
1.2011-2012,3.8,0to5
2.2011-2012,7.2,5to8
2.2011-2012,8.9,8to10
1.2011-2012,0,0to5
2.2011-2012,8.4,8to10
2.2011-2012,9.2,8to10
2.2011-2012,4.6,0to5
2.2011-2012,8.5,8to10
2.2011-2012,3.4,0to5
1.2012-2013,6.6,5to8
2.2011-2012,6.7,5to8
1.2013-2014,8,8to10
2.2012-2013,2.2,0to5
1.2012-2013,1.5,0to5
2.2011-2012,8,8to10
1.2011-2012,2.4,0to5
2.2011-2012,3.4,0to5
2.2011-2012,7.5,5to8
2.2012-2013,3.8,0to5
1.2012-2013,8.4,8to10
1.2011-2012,7.8,5to8
1.2012-2013,4.2,0to5
2.2011-2012,0,0to5
2.2011-2012,9.4,8to10
2.2011-2012,9.8,8to10
2.2011-2012,9.2,8to10
2.2011-2012,9,8to10
2.2011-2012,2.8,0to5
2.2011-2012,9,8to10
2.2011-2012,2.7,0to5
2.2012-2013,9.4,8to10
2.2011-2012,9,8to10
2.2011-2012,6.4,5to8
2.2011-2012,8.2,8to10
1.2012-2013,8.3,8to10
2.2011-2012,2.8,0to5
1.2012-2013,8.7,8to10
1.2011-2012,8.5,8to10
1.2011-2012,2.2,0to5
2.2011-2012,2.1,0to5
2.2010-2011,0,0to5
2.2011-2012,1.6,0to5
2.2011-2012,2.6,0to5
2.2012-2013,3.8,0to5
1.2012-2013,6.6,5to8
2.2011-2012,8.2,8to10
2.2011-2012,0,0to5
2.2012-2013,6,5to8
2.2011-2012,0,0to5
2.2010-2011,7.2,5to8
2.2011-2012,5.4,5to8
2.2011-2012,5.1,5to8
2.2010-2011,5.6,5to8
2.2011-2012,3,0to5
2.2011-2012,6,5to8
1.2011-2012,8,8to10
2.2011-2012,10,8to10
2.2011-2012,4.6,0to5
2.2011-2012,7.4,5to8
2.2011-2012,7.7,5to8
1.2012-2013,9,8to10
2.2011-2012,4.7,0to5
1.2012-2013,8.3,8to10
1.2011-2012,7.4,5to8
2.2011-2012,4.2,0to5
2.2011-2012,8.1,8to10
1.2012-2013,5.4,5to8
2.2011-2012,7.6,5to8
2.2011-2012,9.2,8to10
2.2011-2012,8.1,8to10
1.2011-2012,2.4,0to5
1.2011-2012,5.9,5to8
2.2010-2011,6.4,5to8
2.2011-2012,3.6,0to5
2.2011-2012,9.4,8to10
2.2011-2012,3.4,0to5
2.2011-2012,9.3,8to10
2.2011-2012,5.6,5to8
2.2011-2012,9.8,8to10
2.2011-2012,5,5to8
2.2011-2012,3.2,0to5
2.2011-2012,9.2,8to10
2.2011-2012,1.8,0to5
1.2011-2012,7.9,5to8
1.2012-2013,3.2,0to5
1.2012-2013,3,0to5
1.2012-2013,7.6,5to8
2.2011-2012,4.4,0to5
2.2011-2012,8.9,8to10
1.2011-2012,8.6,8to10
2.2011-2012,9.8,8to10
2.2011-2012,2.4,0to5
1.2011-2012,7.1,5to8
2.2011-2012,8,8to10
1.2012-2013,6.4,5to8
2.2011-2012,9,8to10
2.2011-2012,0.3,0to5
2.2012-2013,5.4,5to8
1.2011-2012,8.1,8to10
2.2010-2011,2.7,0to5
1.2011-2012,7.7,5to8
2.2010-2011,9.1,8to10
2.2010-2011,4.8,0to5
2.2010-2011,8,8to10
2.2010-2011,8.4,8to10
2.2010-2011,7.2,5to8
2.2010-2011,6.8,5to8
2.2010-2011,8.7,8to10
1.2011-2012,6.5,5to8
2.2010-2011,8.2,8to10
2.2010-2011,9.9,8to10
1.2011-2012,4.3,0to5
2.2010-2011,9.7,8to10
1.2011-2012,1.5,0to5
2.2010-2011,2.6,0to5
1.2011-2012,6.1,5to8
2.2010-2011,2.1,0to5
1.2011-2012,8.8,8to10
2.2010-2011,0,0to5
2.2010-2011,5.1,5to8
2.2012-2013,1.7,0to5
1.2011-2012,7.5,5to8
2.2010-2011,0,0to5
1.2012-2013,7,5to8
2.2010-2011,5,5to8
2.2010-2011,5.1,5to8
2.2010-2011,8.2,8to10
2.2010-2011,4.5,0to5
2.2010-2011,7.2,5to8
2.2010-2011,3.6,0to5
1.2011-2012,1.8,0to5
2.2010-2011,1.6,0to5
2.2010-2011,5.3,5to8
2.2010-2011,5.2,5to8
1.2011-2012,6.8,5to8
2.2010-2011,1.7,0to5
1.2011-2012,5.4,5to8
2.2010-2011,7.9,5to8
1.2011-2012,5.4,5to8
2.2010-2011,6.7,5to8
2.2010-2011,5.6,5to8
2.2010-2011,5.9,5to8
2.2010-2011,2,0to5
1.2011-2012,6.9,5to8
1.2013-2014,3.2,0to5
1.2011-2012,5.9,5to8
2.2010-2011,6.9,5to8
1.2011-2012,8.5,8to10
2.2010-2011,2.6,0to5
1.2011-2012,5.5,5to8
2.2010-2011,4.9,0to5
2.2010-2011,6.1,5to8
2.2010-2011,4.2,0to5
2.2010-2011,1.7,0to5
1.2011-2012,8.5,8to10
2.2010-2011,2.4,0to5
1.2011-2012,3.7,0to5
2.2010-2011,0.7,0to5
1.2011-2012,6.1,5to8
2.2010-2011,2.8,0to5
1.2011-2012,6.5,5to8
2.2010-2011,6.2,5to8
1.2011-2012,8.7,8to10
2.2010-2011,0,0to5
1.2011-2012,4.2,0to5
2.2010-2011,2.8,0to5
2.2010-2011,7.5,5to8
2.2011-2012,1.8,0to5
1.2011-2012,1.4,0to5
2.2010-2011,2.1,0to5
1.2011-2012,7.1,5to8
2.2010-2011,3.4,0to5
1.2011-2012,8.3,8to10
2.2010-2011,8.5,8to10
2.2010-2011,8.6,8to10
1.2011-2012,9.4,8to10
2.2010-2011,2.6,0to5
1.2011-2012,5.6,5to8
2.2010-2011,6.5,5to8
1.2011-2012,5.9,5to8
2.2010-2011,3.9,0to5
1.2011-2012,4.8,0to5
2.2010-2011,5.1,5to8
1.2011-2012,0,0to5
2.2010-2011,5.2,5to8
2.2010-2011,4.8,0to5
2.2010-2011,3.4,0to5
1.2011-2012,6,5to8
2.2010-2011,4.1,0to5
2.2010-2011,5.1,5to8
1.2011-2012,7,5to8
2.2010-2011,8.9,8to10
1.2011-2012,4.1,0to5
2.2010-2011,9.4,8to10
2.2010-2011,7.7,5to8
2.2010-2011,2,0to5
1.2011-2012,4.4,0to5
2.2010-2011,6.7,5to8
1.2011-2012,9.4,8to10
2.2010-2011,2,0to5
1.2011-2012,6.3,5to8
2.2010-2011,6.8,5to8
2.2010-2011,4,0to5
1.2011-2012,2.1,0to5
2.2010-2011,4,0to5
2.2010-2011,8.7,8to10
2.2011-2012,1.8,0to5
1.2011-2012,7,5to8
2.2010-2011,5.8,5to8
2.2010-2011,4.8,0to5
1.2011-2012,5.2,5to8
2.2010-2011,9.4,8to10
1.2011-2012,8.6,8to10
2.2010-2011,6.5,5to8
2.2010-2011,9.3,8to10
2.2010-2011,7.6,5to8
2.2010-2011,6.9,5to8
2.2010-2011,7,5to8
2.2011-2012,6.6,5to8
2.2010-2011,9,8to10
2.2010-2011,1.8,0to5
1.2011-2012,5.2,5to8
2.2010-2011,2.6,0to5
1.2011-2012,5.2,5to8
2.2010-2011,2.7,0to5
1.2012-2013,1.8,0to5
2.2011-2012,2,0to5
2.2012-2013,8,8to10
1.2011-2012,4.8,0to5
2.2010-2011,8.8,8to10
2.2011-2012,8.7,8to10
2.2012-2013,3.7,0to5
1.2011-2012,1.7,0to5
2.2010-2011,7.5,5to8
1.2011-2012,5.4,5to8
2.2010-2011,5.1,5to8
2.2010-2011,0,0to5
2.2010-2011,3.6,0to5
2.2011-2012,4,0to5
2.2011-2012,5.3,5to8
2.2010-2011,9.3,8to10
2.2010-2011,5.8,5to8
2.2010-2011,7.3,5to8
2.2010-2011,7,5to8
2.2010-2011,0,0to5
2.2010-2011,7.3,5to8
2.2011-2012,0,0to5
1.2011-2012,9,8to10
2.2010-2011,0,0to5
2.2010-2011,8.7,8to10
2.2011-2012,1.5,0to5
1.2011-2012,4.9,0to5
2.2010-2011,5,5to8
1.2011-2012,0,0to5
2.2010-2011,6.2,5to8
1.2011-2012,5.4,5to8
2.2010-2011,6.5,5to8
2.2010-2011,2.2,0to5
1.2011-2012,0,0to5
2.2010-2011,9.6,8to10
2.2010-2011,1.8,0to5
1.2011-2012,0,0to5
1.2012-2013,0,0to5
2.2010-2011,5.2,5to8
2.2010-2011,6.8,5to8
1.2011-2012,2.3,0to5
2.2010-2011,0,0to5
1.2011-2012,6.2,5to8
2.2010-2011,8.1,8to10
2.2010-2011,2.3,0to5
1.2011-2012,9.5,8to10
2.2010-2011,2.4,0to5
1.2011-2012,0,0to5
2.2010-2011,0,0to5
2.2010-2011,9.2,8to10
2.2011-2012,8.4,8to10
1.2011-2012,8.2,8to10
2.2013-2014,3.2,0to5
2.2011-2012,2.3,0to5
2.2012-2013,6.8,5to8
1.2011-2012,9.4,8to10
2.2010-2011,8.7,8to10
1.2011-2012,5.9,5to8
2.2010-2011,3.7,0to5
1.2011-2012,8.5,8to10
2.2010-2011,4.5,0to5
2.2010-2011,0,0to5
2.2010-2011,9.7,8to10
2.2010-2011,6.3,5to8
1.2010-2011,9.1,8to10
1.2010-2011,2.8,0to5
1.2010-2011,8.6,8to10
1.2010-2011,8.6,8to10
1.2010-2011,3.8,0to5
1.2010-2011,8.4,8to10
1.2010-2011,4.4,0to5
1.2010-2011,1.5,0to5
1.2010-2011,7.5,5to8
1.2010-2011,2.6,0to5
1.2010-2011,6.8,5to8
1.2010-2011,9.4,8to10
1.2010-2011,2.9,0to5
1.2010-2011,4,0to5
1.2011-2012,7.1,5to8
1.2010-2011,9.3,8to10
1.2010-2011,7.5,5to8
1.2010-2011,10,8to10
1.2010-2011,3.5,0to5
1.2010-2011,2.3,0to5
2.2010-2011,7.8,5to8
1.2010-2011,1.5,0to5
2.2010-2011,7,5to8
1.2010-2011,7.1,5to8
1.2010-2011,3.1,0to5
1.2010-2011,9.5,8to10
1.2010-2011,3.4,0to5
1.2010-2011,1,0to5
2.2010-2011,7,5to8
1.2010-2011,2.6,0to5
2.2010-2011,6.8,5to8
1.2010-2011,5.3,5to8
2.2010-2011,8.2,8to10
1.2010-2011,7.8,5to8
1.2010-2011,4,0to5
1.2010-2011,3,0to5
1.2010-2011,4.1,0to5
1.2010-2011,3.3,0to5
1.2010-2011,7,5to8
1.2010-2011,8,8to10
1.2010-2011,3.4,0to5
1.2010-2011,3,0to5
2.2010-2011,7.1,5to8
1.2010-2011,6,5to8
1.2010-2011,6.3,5to8
1.2010-2011,9.1,8to10
1.2010-2011,2,0to5
1.2010-2011,7,5to8
1.2010-2011,8.4,8to10
1.2010-2011,9,8to10
1.2010-2011,4,0to5
1.2010-2011,4.6,0to5
1.2010-2011,0,0to5
1.2010-2011,4.3,0to5
